Genes	Expr
mcdip	1.47320166642317
qotfg	1.58938528326174
ibgaj	0.235026865360904
yjwts	1.31076239184482
iwlke	1.79476014822065
rphbj	0.268745221383749
ldswo	2.55226571788484
sivno	0.339577351832507
maysj	1.18284198089595
oyscj	0.23322561357527
dbtca	1.2043526040646
uladf	0.936209332371504
eamjk	0.240971894073886
aryue	0.152385552630139
ethsl	1.73235945483044
eywfn	0.415243296872731
pnwoy	1.58182899402373
mzqwi	1.50506060401719
rqgxc	1.24466072478132
wbyzs	0.735894443051734
mspzi	0.477917345636304
mflgh	1.27560875433067
wqijm	0.664426084627676
wcfak	0.419706092367526
mkaif	0.141421700886202
hvpgx	1.57960064802689
kjgmz	1.20068165236331
hoisl	0.921858947681967
mubcg	0.567901907036116
xwtjg	1.05213496137965
gsfeq	1.01854672947661
jwhvp	0.665267826651736
kqmwy	1.0798747371422
qcuex	1.72786359632048
wehjb	1.4042944135906
ysjiw	0.287958019603292
oyuxm	0.283853134491005
usgwh	0.684807017044335
ofjnu	1.15350082894163
fgxks	1.40914218814609
puyvl	1.46091529414073
lhfat	0.272002894582458
skqhv	0.0450065829480739
dnasj	0.0334369433633404
xbhvy	2.50340191642692
ewzan	1.49393452203542
nuckl	0.862020528599728
tvgln	2.26361527601475
sijpm	0.543180514798906
dwtpc	0.355598488962786
velmj	0.865878581606041
gmhlp	0.675472746401338
abgtm	0.66272420013857
hkzrt	1.98343360093347
ruxgq	0.251346189833374
crbth	0.346001644186979
ehnmz	0.250004072748922
kjshy	2.78127987028993
dnljz	0.448796256724736
vzfcd	0.781614741104393
sjcux	0.0339649512769266
rkfgn	0.659436619157657
mhslt	0.997656897127573
trvxf	0.505355451554345
apkbr	0.432902377000897
ipxrd	0.907102759696629
shetr	0.922950865923014
sjghx	0.653629042071197
chonf	1.15404797929491
gjfdx	0.654093187888272
ugrvk	0.0591622835228598
ianvh	1.88184712389999
koqaz	1.61615550752842
jixqt	1.2032080248035
iqdwp	0.729516335637399
lgdnz	0.467792862915082
irjyd	0.432164389648365
hufqp	0.319212199985025
wxbtd	0.848807794166083
nvbex	0.390517704865155
egblu	0.495141534931286
ipnth	1.23349231820992
kyfuh	1.72131572322951
mofrg	1.69898018920614
mxkcl	0.91068570790481
fwayk	1.28595025851392
zqwhd	0.145372152807723
watkn	0.25593481587132
ycbum	0.322954356918648
sgvjx	0.130062036920002
bdrjk	0.476836231889451
cnodm	1.67161145954327
lnuso	1.15626694462838
vtndp	0.00858414092494466
qhtwi	0.00462484515278887
lbuqp	0.188511643581114
csgmp	0.585271962072469
cmhxk	1.18867325971263
ihbeu	0.32651518717714
wshyq	0.442578173039797
zqdrj	1.07164005661107
nwrqt	1.05547487477412
fvrdm	1.00992270483248
lfmap	0.86749174415798
xictn	0.389033387805369
jknvq	0.0526420141471342
bzxfp	1.17503988635958
qoyrm	1.25813950080222
fapyo	0.649428819049919
eviwo	1.44626102991576
fvipy	0.786956739263822
fzwph	0.818099555116627
lvpxk	0.47097322093784
kdhxe	0.463956404760298
ndfgc	0.595756601889657
dphye	1.73322679275714
osjyi	0.394215316575029
glzuv	0.0759416747357093
bpyrd	1.0686020360069
olnte	1.70261365666732
uxzdk	0.52591477579127
fmrcj	1.54856734417075
qdbja	2.62466375302003
hzjyo	0.527726362048612
ngzop	1.27632137534797
kfxgn	0.710383539715044
umbxg	0.193430628017004
ubhig	1.37289086124418
ycgfj	0.190193179038532
tjlfn	0.326724685425777
tzmqf	0.501148368847212
aduiz	0.275644177807078
bigmy	1.18073264924169
ngpyj	0.583992083922356
zrevc	0.634743440895048
dfwqm	0.0183677643544488
ufzln	0.409906088316292
ovicr	0.623695577671124
nzrdv	1.32552654575232
jycuq	1.76708355021185
gcmow	0.816729471739894
fwtsc	0.268947269351936
iulpz	0.186648571881016
ghsfp	0.687782484298157
mwgfj	1.46785351349687
rtmsc	0.00415308355330007
otlnu	0.768229752395792
fzwte	0.294729262446347
hslvu	1.14375681087663
guitm	0.237882506499938
rjitc	0.291876430930671
getjv	0.078886702068128
kgtum	1.10161832939446
mkvyw	0.53077074015116
mjvyg	1.81795949914792
pthca	1.38490352218008
srfiy	0.858957697860218
qhbxa	0.284082831532654
xoamd	0.627444014620562
vjpci	0.364621433178592
lroag	0.282373581674719
vapgq	0.914956911372804
ikuwv	0.585571528257341
kjacm	1.39852667510421
licok	1.22614412090367
zmuts	1.47619174397694
itvhm	0.00217988145514051
gtvwb	0.194103350324016
evdip	2.4968582132373
ekxdn	0.351942902736115
acywu	1.37644121105382
egrox	1.20945838202042
wqkjy	0.206862372275448
wusei	1.09425776175781
gzbnl	0.279500041151252
getaw	1.29233201927047
mtzkl	0.432560831525143
wqget	0.585680455376145
yfiqx	1.381215153472
bgwsi	0.0149779817927737
druec	0.646725305956048
gyjqx	0.58304680430774
roqbv	2.14388803566004
uibok	0.501305911797645
iyajt	1.10651059229092
hmlnx	0.227762259438756
jmslf	1.43910437506401
veoac	1.01987406199726
snmtd	1.34093195507487
hkzal	0.0718117859665073
jgexb	0.53062045983656
sbrno	0.167560752133139
yrwms	0.149694581942897
skchn	0.821215355328245
hefxl	1.52454960351316
ntgur	0.0838521013682416
khnyg	0.478714209950253
afbuk	0.578662696455062
lemhs	0.825121242702645
usglm	0.271875252417557
psudo	0.394565350632779
jeitc	0.102773743241762
qebyw	0.952873680117752
wzjqn	0.428923380613826
uizds	0.300889841532096
brlap	1.81146365584733
hwnla	0.199088810651358
rkmal	0.83686468802977
xeroh	0.510357097290588
squjc	0.681508143780503
livrz	0.981865915402589
iylpu	0.351003152470391
bmfcu	0.0165557343748354
buoda	0.989919791619171
iredz	0.163141034598659
bjrod	0.12641256725177
crnuo	1.82618499472533
aqloj	0.223140270516658
osezq	1.34244540809636
mdqig	0.574438475671385
tknlp	0.204746545699895
khmjn	0.736673360900424
tuasq	0.614560151271136
fgdve	0.630195929870225
kpoxn	1.15269912386788
vtsif	0.101009476730203
sukaq	0.676735850096966
zyrqx	0.000799667399617515
vgmqx	1.62716568794907
xsedp	1.10803092359212
myail	0.210809282705834
kvehs	0.940595542382658
yicjg	1.71760642011283
vgjot	1.93990460154241
wyhtr	0.211820901420645
czpts	0.364681803232352
szfeb	0.664597822823255
smbfc	1.04775730863372
bpyfs	0.233119826044434
otxfe	0.373439809024939
zpuxq	0.245076741962013
ghsdt	0.32279923927075
envjs	0.0711088828003804
xvknp	2.29859474758446
rdbyn	0.646961596305926
pbdta	1.50465152815119
