Genes	Expr
mcdip	0.195868893084488
qotfg	0.300155319639287
ibgaj	1.33701059818709
yjwts	0.542484283028308
iwlke	0.38434868826683
rphbj	0.99975595909483
ldswo	0.440808273919334
sivno	1.42916078940683
maysj	1.20383523409311
oyscj	0.207925993171403
dbtca	1.27734622566012
uladf	0.911320622175853
eamjk	0.0280353787081374
aryue	0.896805582667094
ethsl	0.0685044051687795
eywfn	0.62230581007591
pnwoy	2.07171742823589
mzqwi	0.262363421895228
rqgxc	0.604719322724706
wbyzs	1.39621859409192
mspzi	1.78190462531107
mflgh	0.45204396749354
wqijm	0.630329034545014
wcfak	1.35823219633272
mkaif	0.569576636542275
hvpgx	1.87594881150174
kjgmz	1.95775754599162
hoisl	0.248645567189398
mubcg	0.0936219378133395
xwtjg	0.626237398695495
gsfeq	0.707857339605165
jwhvp	1.80405018791321
kqmwy	0.085003938073613
qcuex	0.912131754375008
wehjb	0.851020029158009
ysjiw	1.59660687031849
oyuxm	0.981677203456949
usgwh	0.59329118186212
ofjnu	1.31725608089992
fgxks	1.5326107911537
puyvl	0.277022035110704
lhfat	0.312489406242392
skqhv	0.170447313438971
dnasj	0.864242072129564
xbhvy	0.00359496217257481
ewzan	0.441527808215393
nuckl	0.292226407856223
tvgln	1.20404465342381
sijpm	0.65981792910374
dwtpc	0.614567621257143
velmj	0.747134627414396
gmhlp	1.08896203999645
abgtm	0.976632723419873
hkzrt	0.618998497728429
ruxgq	0.250589770401649
crbth	0.959067620938053
ehnmz	0.455766409539167
kjshy	0.371575539765969
dnljz	0.497271955229651
vzfcd	1.63938376644946
sjcux	0.402596129486757
rkfgn	0.517240909503744
mhslt	0.112822224783194
trvxf	0.0297319823973359
apkbr	0.206930799034702
ipxrd	2.31560994332054
shetr	0.581156444276408
sjghx	1.07851625944366
chonf	0.639815160917495
gjfdx	0.0415947291216242
ugrvk	1.51528641848322
ianvh	0.877858704343489
koqaz	0.918885655338177
jixqt	1.53623987483581
iqdwp	0.0930378816853927
lgdnz	0.484738503527706
irjyd	1.41771180567464
hufqp	1.86279246245434
wxbtd	1.27237295552917
nvbex	0.100028669486485
egblu	0.483364382995735
ipnth	1.64831086099176
kyfuh	1.23766868060031
mofrg	0.158137260201579
mxkcl	0.698070531953658
fwayk	0.748249506255043
zqwhd	0.195402798318457
watkn	2.30364689443103
ycbum	0.360034604667658
sgvjx	1.54162856441166
bdrjk	0.246552188153457
cnodm	0.24834748073803
lnuso	1.24083339711154
vtndp	0.14070293034824
qhtwi	0.0173405783876822
lbuqp	0.993652526704698
csgmp	0.164670009541314
cmhxk	0.535844184424595
ihbeu	0.283786896375999
wshyq	0.542219185565967
zqdrj	0.17746190376211
nwrqt	0.451972381007854
fvrdm	0.975789268850753
lfmap	1.18954099004366
xictn	0.308975115067685
jknvq	0.904207716215264
bzxfp	0.0335584655417267
qoyrm	1.14257515995202
fapyo	0.374650267349631
eviwo	0.285563712309642
fvipy	0.102999441644313
fzwph	0.460271257757811
lvpxk	0.376179053194943
kdhxe	0.289319533071396
ndfgc	0.688785878877545
dphye	1.58071231793513
osjyi	0.780557035876641
glzuv	0.838268719050529
bpyrd	1.75666291750074
olnte	1.37091013810801
uxzdk	1.00684963012857
fmrcj	0.910033620770327
qdbja	0.871366517301813
hzjyo	1.65467452311133
ngzop	0.379765402022448
kfxgn	0.561315428967661
umbxg	0.32598142397311
ubhig	0.0417247755613234
ycgfj	0.402796353035971
tjlfn	1.64962666312101
tzmqf	1.16406689210412
aduiz	0.38965114868806
bigmy	1.4360706881472
ngpyj	0.134524149580461
zrevc	1.14181511250084
dfwqm	0.156899174567053
ufzln	0.222970551304771
ovicr	0.155105048145353
nzrdv	1.1457138210336
jycuq	0.136608393214774
gcmow	0.139536445191326
fwtsc	0.123525864098183
iulpz	0.917777733203083
ghsfp	0.842035431264224
mwgfj	0.87665517742148
rtmsc	0.206832413686071
otlnu	1.28518352674712
fzwte	0.61651736831926
hslvu	0.323113975458728
guitm	0.10122948650374
rjitc	2.14244390808242
getjv	0.576421809354314
kgtum	0.669760956899503
mkvyw	1.75180812612105
mjvyg	0.401235089502156
pthca	0.948215243583946
srfiy	0.250507955825936
qhbxa	1.33630039967388
xoamd	0.738564257284094
vjpci	1.6007860306674
lroag	1.82364681000027
vapgq	1.29939930037825
ikuwv	0.379848244228024
kjacm	1.43135074437528
licok	1.63260138702684
zmuts	1.55631462177745
itvhm	0.69606564868292
gtvwb	0.682918717288133
evdip	1.34154425877188
ekxdn	0.034318207680059
acywu	0.496776412474452
egrox	0.390177836985185
wqkjy	1.3754952800083
wusei	0.384000884630996
gzbnl	1.37294318530575
getaw	0.825839936193177
mtzkl	1.66056019525205
wqget	0.322729472171459
yfiqx	1.42887501480434
bgwsi	0.902374707785438
druec	2.48618354671216
gyjqx	0.698452859316748
roqbv	0.65596904251685
uibok	0.554802360475179
iyajt	1.14015049588009
hmlnx	0.09288969574759
jmslf	0.245867192783624
veoac	2.26432488478317
snmtd	1.58935317707212
hkzal	1.18485087996929
jgexb	0.806776324344252
sbrno	0.705690418340568
yrwms	0.100489032887179
skchn	2.0305500149363
hefxl	1.774606544579
ntgur	2.14505422788044
khnyg	1.06185017217338
afbuk	0.322807461540255
lemhs	1.35739344632731
usglm	0.0441360743841014
psudo	1.26373957737533
jeitc	0.724507405788617
qebyw	0.997121507445982
wzjqn	0.270814908645101
uizds	0.684840982779044
brlap	0.167012645132779
hwnla	1.41663117101934
rkmal	0.806551518657023
xeroh	0.685457199366996
squjc	0.204706579142778
livrz	0.470164804859554
iylpu	1.11744344484205
bmfcu	0.683100038392135
buoda	0.559543188873075
iredz	0.517813538401774
bjrod	0.706997122851366
crnuo	0.470019729051696
aqloj	0.595362958059029
osezq	1.27754135063567
mdqig	0.355849036518258
tknlp	0.345606675460325
khmjn	0.0791376925808666
tuasq	0.179051980299279
fgdve	1.106524050277
kpoxn	0.774995027910395
vtsif	0.367102394950752
sukaq	1.80123004478277
zyrqx	1.44199824530825
vgmqx	0.501795450270005
xsedp	0.21243739192803
myail	0.0677044448991918
kvehs	0.40507431712649
yicjg	1.51678473264882
vgjot	0.639162370112828
wyhtr	1.12271435332897
czpts	0.957184702825563
szfeb	0.69322662862099
smbfc	0.780166273248346
bpyfs	1.32862692167448
otxfe	0.517825523250345
zpuxq	1.53085513380721
ghsdt	1.22523673773751
envjs	0.534165233902812
xvknp	2.49778434068629
rdbyn	0.293848010194221
pbdta	0.834429399994897
habec	0.745931440224097
vyagp	0.132282177584928
nhies	1.08225206773673
wxpyk	0.821351039966504
xzlte	0.871351830436902
kiwaz	1.10407170959078
jrxwa	1.59764973840972
ozxut	1.69660316482253
zovad	0.976011327676929
dbctx	1.21246270038889
emvdz	0.484882482539326
lrswi	1.19041214120322
gqnya	0.0160228424700727
apfwh	0.358656754851157
jyprf	1.60705850348151
qdpji	1.47400798851367
vpwzy	0.640223791812175
syjgr	0.247222889422109
ovkcj	1.90278826683831
snpum	1.00200567222229
ubvap	0.117721119071017
igstq	2.92097664793754
vdqfb	1.84260897760754
hisxt	0.0976317946320328
bunve	0.892216536735986
frwze	0.276456484431452
elibx	0.240138778523402
gqhfb	1.88770484678127
szcbk	0.467330962323375
pwajh	0.547862638366421
ryhvb	1.71444615973553
ymkcx	1.12497826256404
lzpkr	1.59359993933757
jegai	2.22245764388272
vwyds	0.639450795495786
dqvfm	1.20462835078944
gilfh	0.541353301734643
mzcjy	0.74643086353204
mshjw	0.288944504127175
uqrth	0.0206503083813506
cqnvz	0.0251718410684125
lwcsz	0.493671655142446
yvnkf	1.78904339391797
ojspv	0.846553003095756
vlija	2.52836071453369
ylzag	0.267714278113637
mirub	0.587026135753862
vrfsp	0.954165611064765
nitbu	0.346170711695644
scnhi	0.368177876190023
jrhcn	0.264962477939392
hjisu	1.46149038995893
klyzb	1.25657085223046
aktwf	0.749006849014715
cbdim	0.404439415939598
fkzsb	1.22936616135449
hmqkr	0.904758588399979
qnblm	0.583054697703805
rinsa	1.30928663325793
zoxyf	0.295681387094555
mlkdx	3.42903537969094
dvkjl	1.85381126341869
igpnj	0.22564905778992
