1.170020440952242780e+01	8.000000000000000000e+00
7.543556631866598750e+00	3.240000000000000000e+02
4.249057570545600626e+00	1.230000000000000000e+02
7.144984610400522129e+00	2.940000000000000000e+02
1.542542173804195826e+01	2.360000000000000000e+02
1.519689617676747240e+01	3.560000000000000000e+02
3.089722274744829633e+00	1.200000000000000000e+01
1.950554964007963932e+01	3.280000000000000000e+02
1.327468935709461917e+01	1.130000000000000000e+02
1.228606968903353369e+01	1.160000000000000000e+02
6.916737074106077188e+00	2.600000000000000000e+01
1.119813849876304346e+01	1.080000000000000000e+02
1.576990143996268046e+01	1.040000000000000000e+02
4.757043873982398807e+00	9.200000000000000000e+01
9.450528030818368563e+00	2.100000000000000000e+01
6.071172734927186454e+00	2.500000000000000000e+01
7.242066988834364061e+00	3.320000000000000000e+02
1.149563393948122680e+01	3.670000000000000000e+02
5.260250485596649206e+00	1.030000000000000000e+02
5.117571133254880777e+00	7.700000000000000000e+01
9.719366599454984268e+00	3.290000000000000000e+02
6.067885789668867602e+00	7.800000000000000000e+01
1.927063029616935452e+01	1.300000000000000000e+02
4.256009739196303876e+00	8.300000000000000000e+01
8.157895220734030062e+00	2.300000000000000000e+01
2.263044510035140178e+00	3.200000000000000000e+01
4.504417187019346791e+00	3.160000000000000000e+02
1.695365746281805386e+01	1.270000000000000000e+02
1.457183136499791232e+01	9.000000000000000000e+00
1.624754738744216098e+01	2.330000000000000000e+02
1.135752551975534885e+01	4.880000000000000000e+02
1.233500515030551625e+01	2.340000000000000000e+02
1.890323065173417660e+01	2.250000000000000000e+02
1.679253343499650697e+01	4.370000000000000000e+02
1.507729872201050370e+01	2.650000000000000000e+02
1.640725340994432457e+01	3.520000000000000000e+02
1.481956731403943905e+01	1.610000000000000000e+02
1.157966988600520253e+01	4.560000000000000000e+02
1.434844122417141321e+01	6.600000000000000000e+01
1.035613311087902666e+01	3.330000000000000000e+02
8.729146622766986496e+00	1.880000000000000000e+02
1.301675557961099905e+01	1.630000000000000000e+02
3.363387936234084918e+01	3.350000000000000000e+02
1.350595379675875662e+01	1.460000000000000000e+02
1.284725156814633884e+01	3.700000000000000000e+02
1.838021151930354335e+01	1.740000000000000000e+02
2.217119437783608760e+01	2.610000000000000000e+02
1.638717557431457195e+01	8.000000000000000000e+01
1.593467692909311850e+01	1.330000000000000000e+02
2.621178208862291470e+01	1.380000000000000000e+02
1.607900082377951634e+01	7.300000000000000000e+01
1.091739389625763934e+01	1.890000000000000000e+02
1.350244075886413953e+01	1.460000000000000000e+02
2.035081800718884182e+01	2.240000000000000000e+02
9.702523949028112327e+00	1.050000000000000000e+02
1.019103828948971469e+01	6.900000000000000000e+01
7.072694435157194093e+00	1.370000000000000000e+02
2.987513461027310058e+01	2.800000000000000000e+02
1.924123352643537288e+01	4.310000000000000000e+02
1.718361740448283470e+01	1.450000000000000000e+02
1.642474234487848861e+01	2.460000000000000000e+02
1.768691498694829534e+01	1.100000000000000000e+02
1.919226043003716597e+01	3.260000000000000000e+02
1.098930188378214190e+01	8.000000000000000000e+01
1.755564523751903394e+01	1.870000000000000000e+02
1.278069985551691445e+01	1.640000000000000000e+02
1.662739437232053064e+01	1.560000000000000000e+02
2.630165782152780451e+01	4.430000000000000000e+02
2.096427858435268021e+01	2.730000000000000000e+02
3.648117540210411391e+01	5.000000000000000000e+02
8.829272950520531182e+00	1.740000000000000000e+02
9.230485825337570560e+00	3.110000000000000000e+02
1.107899234254778875e+01	1.630000000000000000e+02
1.771386315099001507e+01	1.330000000000000000e+02
9.891958669608470700e+00	1.560000000000000000e+02
1.942850545928969197e+01	3.720000000000000000e+02
1.568629851501613359e+01	1.700000000000000000e+02
1.159766406535189454e+01	5.100000000000000000e+01
6.106841332954014767e+00	1.570000000000000000e+02
8.728789369934256470e+00	2.290000000000000000e+02
1.124576920136508917e+01	4.400000000000000000e+01
4.625207094598474455e+00	1.130000000000000000e+02
4.731881407370400083e+00	1.220000000000000000e+02
4.196785940616754473e+00	1.120000000000000000e+02
1.473600334854898364e+01	3.750000000000000000e+02
1.224377357224759066e+01	1.500000000000000000e+02
1.406032217448505506e+01	1.520000000000000000e+02
1.186799399005282751e-01	4.700000000000000000e+01
4.137252271391888669e+00	4.100000000000000000e+01
1.296626011442736193e+01	4.500000000000000000e+01
1.962467531178510427e+01	1.400000000000000000e+02
1.296414809397580825e+01	2.730000000000000000e+02
8.580269756171011508e+00	3.300000000000000000e+02
1.082282940672752325e+01	4.400000000000000000e+01
4.695408782818823568e+00	9.900000000000000000e+01
4.870331365138783397e+00	1.050000000000000000e+02
6.728984623607015436e+00	4.000000000000000000e+01
